movie_id|genre
913|Romance
914|Comedy
916|Action
916|Crime
916|Drama
916|Thriller
918|Comedy
918|Romance
920|Animation
920|Adventure
920|Comedy
920|Family
921|Romance
921|Drama
921|History
923|Horror
924|Fantasy
924|Horror
924|Action
925|Drama
926|Comedy
926|Family
926|Science
926|Fiction
927|Fantasy
927|Horror
927|Comedy
928|Comedy
928|Horror
928|Fantasy
929|Science
929|Fiction
929|Action
929|Thriller
934|Drama
934|Action
934|Crime
935|Drama
935|Comedy
935|War
936|Comedy
936|Crime
938|Western
941|Adventure
941|Action
941|Comedy
941|Thriller
941|Crime
942|Action
942|Adventure
942|Comedy
942|Crime
942|Thriller
943|Adventure
943|Action
943|Comedy
943|Thriller
943|Crime
944|Action
944|Adventure
944|Comedy
944|Crime
944|Thriller
947|Adventure
947|Drama
947|History
947|War
948|Horror
948|Thriller
949|Action
949|Crime
949|Drama
949|Thriller
950|Animation
950|Family
950|Comedy
950|Adventure
951|Comedy
953|Family
953|Animation
954|Adventure
954|Action
954|Thriller
955|Adventure
955|Action
955|Thriller
956|Adventure
956|Action
956|Thriller
957|Comedy
957|Science
957|Fiction
962|Adventure
962|Comedy
962|Drama
963|Mystery
963|Crime
963|Thriller
966|Western
967|Action
967|Drama
967|History
968|Crime
968|Drama
968|Thriller
978|Adventure
978|Drama
978|History
979|Drama
979|Thriller
979|Crime
979|Mystery
982|Mystery
982|Thriller
984|Action
984|Crime
984|Thriller
985|Drama
985|Fantasy
985|Horror
985|Science
985|Fiction
988|Thriller
988|Drama
990|Drama
994|Crime
994|Drama
994|Thriller
994|Mystery
995|Western
996|Drama
996|Mystery
996|Thriller
1018|Thriller
1018|Drama
1018|Mystery
1024|Drama
1024|Fantasy
1049|Drama
1049|Thriller
1049|Mystery
1049|Romance
1051|Action
1051|Crime
1051|Thriller
1058|Action
1058|Drama
1058|Romance
1058|Thriller
1088|Drama
1088|Family
1089|Action
1089|Thriller
1089|Crime
1090|Thriller
1090|Science
1090|Fiction
1090|Mystery
1091|Horror
1091|Mystery
1091|Science
1091|Fiction
1092|Thriller
1092|Mystery
1093|Drama
1093|Thriller
1093|Crime
1103|Science
1103|Fiction
1103|Action
1116|Drama
1116|History
1116|War
1123|Action
1123|Drama
1123|Thriller
1124|Drama
1124|Mystery
1124|Thriller
1125|Drama
1162|Drama
1164|Drama
1165|Drama
1213|Thriller
1213|Crime
1213|Drama
1245|Drama
1245|Romance
1246|Drama
1247|Drama
1247|Thriller
1247|History
1248|Crime
1248|Drama
1248|Thriller
1249|Drama
1249|Thriller
1249|Crime
1250|Thriller
1250|Action
1250|Fantasy
1250|Horror
1251|Action
1251|Adventure
1251|Drama
1251|War
1253|Drama
1253|Romance
1255|Horror
1255|Drama
1255|Science
1255|Fiction
1257|Comedy
1259|Drama
1259|Romance
1262|Comedy
1262|Drama
1262|Fantasy
1262|Romance
1265|Adventure
1265|Drama
1265|Family
1266|Action
1266|Crime
1266|Drama
1266|Thriller
1267|Animation
1267|Comedy
1267|Family
1268|Family
1268|Comedy
1271|Action
1271|Adventure
1271|War
1272|Science
1272|Fiction
1272|Thriller
1273|Adventure
1273|Animation
1273|Comedy
1273|Family
1277|Romance
1277|Drama
1278|Drama
1278|Romance
1281|Comedy
1359|Thriller
1359|Drama
1359|Crime
1360|Drama
1360|Romance
1364|Drama
1364|Romance
1365|Drama
1365|Romance
1366|Drama
1367|Drama
1368|Action
1368|Adventure
1368|Thriller
1368|War
1369|Action
1369|Adventure
1369|Thriller
1369|War
1370|Action
1370|Adventure
1370|Thriller
1370|War
1371|Drama
1372|Drama
1372|Thriller
1372|Action
1374|Drama
1375|Drama
1378|Romance
1378|Drama
1378|Comedy
1379|Crime
1379|Drama
1380|Drama
1381|Drama
1381|Adventure
1381|Science
1381|Fiction
1381|Romance
1389|Romance
1389|Comedy
1389|Crime
1391|Drama
1391|Romance
1392|Documentary
1402|Drama
1406|Action
1406|Adventure
1406|Comedy
1406|Drama
1406|Western
1408|Action
1408|Adventure
1411|Mystery
1411|Drama
1413|Drama
1413|Romance
1415|Comedy
1415|Drama
1415|Crime
1417|Fantasy
1417|Drama
1417|War
1422|Drama
1422|Thriller
1422|Crime
1427|Crime
1427|Fantasy
1427|Drama
1428|Action
1429|Crime
1429|Drama
1430|Documentary
1433|Fantasy
1433|Drama
1433|Horror
1433|Thriller
1433|Science
1433|Fiction
1435|Documentary
1435|Drama
1440|Romance
1440|Drama
1441|Drama
1441|Action
1441|Thriller
1441|Crime
1443|Drama
1443|Romance
1452|Adventure
1452|Fantasy
1452|Action
1452|Science
1452|Fiction
1480|Drama
1480|Thriller
1480|Crime
1487|Fantasy
1487|Action
1487|Science
1487|Fiction
1491|Fantasy
1491|Drama
1491|Thriller
1491|Romance
1492|Action
1492|Adventure
1492|Drama
1492|History
1493|Comedy
1493|Crime
1493|Action
1495|Drama
1495|Action
1495|Adventure
1495|History
1495|War
1496|Drama
1496|Action
1496|Comedy
1496|Music
1496|Romance
1497|Science
1497|Fiction
1497|Adventure
1497|Action
1497|Comedy
1497|Family
1498|Science
1498|Fiction
1498|Action
1498|Adventure
1498|Comedy
1498|Family
1499|Action
1499|Adventure
1499|Comedy
1499|Family
1499|Fantasy
1499|Science
1499|Fiction
1523|Drama
1534|Action
1535|Action
1535|Crime
1535|Thriller
1537|Action
1537|Adventure
1537|Crime
1537|Thriller
1538|Drama
1538|Crime
1538|Thriller
1541|Drama
1541|Thriller
1541|Crime
1541|Adventure
1542|Comedy
1542|Crime
1543|Drama
1544|Drama
1544|Comedy
1544|Romance
1546|Comedy
1546|Drama
1547|Comedy
1547|Horror
1551|Drama
1551|Horror
1551|Science
1551|Fiction
1551|Thriller
1552|Comedy
1552|Drama
1552|Family
1555|Drama
1555|Comedy
1555|Romance
1562|Horror
1562|Thriller
1562|Science
1562|Fiction
1563|Documentary
1571|Action
1571|Thriller
1572|Action
1572|Thriller
1573|Action
1573|Thriller
1574|Action
1574|Comedy
1574|Crime
1574|Drama
1574|Music
1576|Horror
1576|Action
1576|Science
1576|Fiction
1577|Horror
1577|Action
1577|Science
1577|Fiction
1578|Drama
1579|Action
1579|Adventure
1579|Drama
1579|Thriller
1580|Crime
1580|Drama
1580|Mystery
1580|Thriller
1581|Comedy
1581|Romance
1584|Comedy
1584|Music
1585|Drama
1585|Family
1585|Fantasy
1586|Thriller
1586|Mystery
1587|Romance
1587|Drama
1588|Comedy
1592|Crime
1592|Drama
1592|Mystery
1592|Thriller
1593|Action
1593|Adventure
1593|Comedy
1593|Family
1593|Fantasy
1594|Comedy
1594|Crime
1597|Comedy
1597|Romance
1598|Crime
1598|Thriller
1600|Drama
1600|Thriller
1607|Drama
1607|Crime
1615|Comedy
1619|Action
1619|Adventure
1619|Comedy
1619|Thriller
1620|Action
1620|Crime
1620|Drama
1620|Thriller
1621|Comedy
1622|Drama
1622|Thriller
1622|Mystery
1623|Crime
1623|Drama
1624|Comedy
1626|Drama
1629|Comedy
1629|Drama
1630|Drama
1632|Thriller
1632|Crime
1632|Drama
1633|Drama
1633|Comedy
1634|Family
1634|Adventure
1635|Action
1635|Thriller
1635|Science
1635|Fiction
1635|Adventure
1636|Fantasy
1636|Comedy
1636|Romance
1637|Action
1637|Adventure
1637|Crime
1639|Action
1639|Adventure
1639|Thriller
1640|Drama
1641|Romance
1641|Comedy
1642|Crime
1642|Drama
1642|Mystery
1642|Thriller
1642|Action
1643|Drama
1643|Romance
1645|Crime
1645|Drama
1645|Thriller
1646|Crime
1646|Drama
1647|Action
1647|Thriller
1648|Adventure
1648|Comedy
1648|Science
1648|Fiction
1653|Drama
1654|Action
1654|Adventure
1654|War
1656|Action
1656|Adventure
1665|Drama
1667|Documentary
1667|Family
1669|Action
1669|Adventure
1669|Thriller
1675|Comedy
1675|Drama
1677|Drama
1677|Music
1683|Horror
1685|Adventure
1685|Science
1685|Fiction
1685|Mystery
1687|Action
1687|Science
1687|Fiction
1688|Action
1688|Science
1688|Fiction
1689|Drama
1689|History
1690|Horror
1691|Horror
1694|Science
1694|Fiction
1694|Comedy
1694|Horror
1700|Drama
1700|Thriller
1701|Action
1701|Thriller
1701|Crime
1702|Action
1702|Horror
1702|Science
1702|Fiction
1702|Thriller
1705|Action
1705|Science
1705|Fiction
1712|Action
1712|Drama
1712|Western
1713|Drama
1713|Romance
1715|Drama
1717|Drama
1717|Thriller
1722|Drama
1722|History
1722|Romance
1724|Science
1724|Fiction
1724|Action
1724|Adventure
1725|Crime
1725|Drama
1725|Music
1726|Action
1726|Science
1726|Fiction
1726|Adventure
1729|Action
1729|Adventure
1729|Fantasy
1730|Horror
1730|Drama
1730|Mystery
1730|Thriller
1734|Adventure
1734|Action
1734|Fantasy
1735|Adventure
1735|Action
1735|Fantasy
1738|Action
1738|Science
1738|Fiction
1738|Thriller
1770|Drama
1770|Thriller
1771|Action
1771|Adventure
1771|Science
1771|Fiction
1774|Documentary
1775|Action
1775|Comedy
1777|Documentary
1779|Documentary
1779|History
1781|Documentary
1788|Drama
1788|Family
1788|Music
1788|Romance
1791|Drama
1791|Romance
1792|Comedy
1807|Drama
1807|Crime
1808|Drama
1808|Music
1811|Science
1811|Fiction
1811|Drama
1811|Comedy
1812|Comedy
1812|Romance
1813|Drama
1813|Horror
1813|Mystery
1813|Thriller
1816|Drama
1816|Music
1817|Thriller
1817|Drama
1819|Comedy
1819|Romance
1824|Comedy
1824|Romance
1825|Action
1825|Drama
1826|Comedy
1826|Drama
1826|Romance
1830|Crime
1830|Drama
1830|Thriller
